store,account_id,account_review,visit_date,visit_count,verification,review,review_text,review_length,menu_mention,authenticity_score
금금,JJ8067,23,2026.05.03,1번째 방문,영수증,금금 첫 방문 했어요 보리된장국수로 시켰는데 주문한지 10분도 안되서 나왔고 너무 맛있습니다,52,51,0,8
금금,편편63,33,2026.04.23,1번째 방문,영수증,들기름 국수 너무 맛있고 문어도 안질기고 너무 맛있어요직원분들 넘 친절하십니다 최고,52,46,0,8
금금,miira4zin,69,2026.04.15,1번째 방문,영수증,하나하나 다 맛있어보여서 메뉴 고르기 힘들었어요 매장 주변이 조용해서 좋고 음식도 맛있어요,52,50,0,8
금금,민경4672,34,2026.03.15,1번째 방문,영수증,보리된장국수 곤드레양배추쌈밥 곁들임수육 주문했습니다 맛있고 건강한 맛이라 좋았습니다,52,46,0,8
금금,hodupotato,58,2026.02.02,1번째 방문,영수증,보리된장국수는 항상 좋아했던 메뉴라 오늘도 맛있었고 소갈비덮밥은 처음 시켜봤는데 맛있었어요,52,50,0,8
금금,오호랏3749,41,2026.02.20,1번째 방문,예약,너무 맛있게 잘먹었요 강추드립니다 거의 모든 메뉴 먹었어요 감자전이 킥이었어요,52,43,0,8
금금,귀염둥이7072,22,2026.01.13,1번째 방문,영수증,보리된장국수랑 들기름 통밀 국수 진짜 맛있어요 성수 맛집 발견,52,34,0,8
금금,가영584159,3,2026.02.08,1번째 방문,영수증,너무 맛있어용 참치말이두 맛있었구 원래 일본식 마제소바 안 좋아하는데 한국식 너무 맛있었어요,52,51,0,7
금금,우쉐린가이드,151,2026.02.08,1번째 방문,영수증,우오  비주얼도 맛도 다 너무 좋아요  잘 먹었슴니당  보리된장국수는 필수주문,53,43,0,8
금금,knnng,25,2026.04.25,1번째 방문,영수증,원래 금금 좋아하능데 성수 왔다가 있어서 바로 먹으로 왔어요 금금은 어디 지점이나 다 맛있어요,54,52,0,8
금금,사쿠로와상,108,2026.02.28,1번째 방문,영수증,저번에 동기들이랑 왔다가 맛있었어서 친구들 데리고 왔어요  메뉴도 이쁘고 맛있어요 추천합니다,54,51,0,8
금금,꾸리누이,284,2026.04.15,1번째 방문,영수증,유투버 하이갱스 성수밋집이라고 해서 방문했는데 그 유튜버말대로 된장국수 한국식 마제소바같네요,54,51,0,8
금금,젤링45,26,2026.02.22,1번째 방문,영수증,정갈하고 맛있는 퓨전한식이에요 친구들이랑 아주 만족하면서 먹었습니다  보리된장국수 추천합니다,54,51,1,9
금금,bean4796,46,2026.05.07,1번째 방문,영수증,항상 웨이팅으로 실패했는데 평일 오픈시간으로 드디어 먹어봤습니다 문어 비빔밥 너무 맛있어요,55,50,0,8
금금,Heidi1,26,2026.04.29,1번째 방문,영수증,음식 너무 깔끔하고 맛있어요 낮이라 감자전은 안시켰는데 저녁에 감자전 먹으러 다시 와야겠어요,55,51,0,8
금금,PT이형렬,12,2026.05.02,1번째 방문,영수증,가족끼리 자주 오는 곳입니다 음식도 정갈하고 맛있습니다 양도 많고 항상 만족하는 곳입니다,55,49,0,8
금금,전지지지지지,53,2026.04.25,1번째 방문,영수증,성수 맛집이네여 분위기도 좋고 맛있어여 내부도 깔끔하고 최고였습니다 다음에 또 방문할게용,55,49,0,8
금금,zez****,31,2026.01.29,1번째 방문,영수증,들기름 막국수는 기본으로 맛있고 올때마다 건강하고 든든한 한식을 먹을 수 있어서 너무 좋아요,55,51,0,8
금금,전효리,22,2026.03.22,1번째 방문,영수증,들깨가루가 가득 들어있어서 고소합니당 그리고 웨이팅도 많이 안해서 주변 둘러보다가 오기에 좋아요,56,53,0,8
금금,플레를 향해,12,2026.03.26,1번째 방문,영수증,시킨매뉴 모두 맛있었어요 웨이팅은 좀 있었어요 예약하고 가시는거 추천드려요 감자전이 제일 맛있었어요,56,55,0,8
금금,밍밍뇸뇸,80,2026.04.11,1번째 방문,영수증,전체적으로 자극적이지 않은 건강한 맛  양배추 쌈밥은 아래 된장 양념이 너무 묽어서 아쉬웠어유,56,52,0,8
금금,지성좋앙,316,2026.02.20,1번째 방문,영수증,보리된장국수 묵은지참치말이 들기름 통밀 국수 먹었어요 전체적으로 고소하고 맛있습니다,56,46,1,9
금금,여우비6574,160,2026.02.21,1번째 방문,영수증,캐치테이블에서 웨이팅하고 편하게 입장 면 메뉴 두 개 모두 면발이 쫀득 간편하게 식사하기 좋아요,56,53,1,9
금금,천재5951,3,2026.04.29,1번째 방문,영수증,언니랑 밥먹으러 왔는데 한식이라서 부담없이 먹을 수 있었어요 다맛있고 너무좋어요 추천,56,47,0,7
금금,다레91,80,2026.01.24,1번째 방문,영수증,아담하지만 음식과 인테리어가 깔끔한 퓨전한식집이에요 보리된장국수와 묵은지참치김밥도 정말 맛있었어요,56,54,1,9
금금,dncjfgovl,33,2026.03.12,1번째 방문,영수증,성수 데이트 와서 먹었는데 너무 맛있어요성수 데이트 코스 완전 추천여자친구 대만족 했습니다,56,50,0,8
금금,옹이냥냥,64,2026.03.30,1번째 방문,영수증,친구들이랑 먹으러 왔는데 너무 맛있게 먹었어요 운좋게 웨이팅 조금만 했어요다음에 또 오겠습니당,57,52,0,8
금금,tna****,26,2026.05.03,1번째 방문,영수증,금금만의 특별한 메뉴 보리된장국수가 인상 깊었어요 전체적으로 맛있고 직원분도 친절하셔서 좋았습니다,57,54,0,8
금금,ptp****,44,2026.02.27,1번째 방문,영수증,동네 맛집이예요 맛있어서 종종 와요 히히 운좋을땐 바로 앉지만 미리 예약하시는거 추천드려요,57,50,0,8
금금,돼지쉑32,115,2026.04.08,1번째 방문,예약,성수 최고의 맛집입니다 음식 맛있고 직원분들 너무 친절해요 부모님과 다시 방문하고 싶은 식당입니다,57,54,0,8
금금,Cv7571,32,2026.03.28,1번째 방문,영수증,성수에서 밥 먹을려면 웨이팅 엄 청 해야되는데  여기는 웨이팅도 별로 없고 메뉴도 특이해서 좋았어용,57,55,1,9
금금,sbl****,28,2026.03.25,1번째 방문,영수증,추천받고 방문했는데 분위기도 좋고 음식 양도 많고 너무너무 맛있어용 또 방문하겠습니당,58,47,0,8
금금,wowndfk71,17,2026.04.04,1번째 방문,영수증,특이한 메뉴가 많아서 좋고 가게가 아늑해서 좋아요 사람 많은 곳에서 조금 벗어난 곳에 있어서 더 좋네요,58,57,0,8
금금,유자맛마카롱36,4,2026.03.02,1번째 방문,영수증,비오는 날씨라서 국물이 땡겼는데 전체적으로 깔끔하게 맛있었어요 특히 메뉴들이 정갈하게 잘 차려져있어요,58,56,0,7
금금,나나밍쑤,32,2026.03.01,1번째 방문,영수증,이거 안먹고 성수 빠져나가면 안된다해서 왔는데 너무너무 맛있아요 또 성수 또간집으로 선정하겟습니나,58,54,1,9
금금,꽃물58,50,2026.01.13,1번째 방문,영수증,음식이 정갈하고 깔끔하고 진짜 맛있어요 눈으로 보고 입으로 맛보고 정말 맛있는 음식이에요,58,49,0,8
금금,sh935112,108,2026.03.21,1번째 방문,영수증,맛있엉 좁아서 3명이라 한시간 기다렸지만 그래도 맛있어요 메뉴도 익숙한듯한데 또 맛은 새롭고 맛있네요,59,56,0,8
금금,말차만쥬,29,2026.03.21,1번째 방문,영수증,들기름 통밀국수는 고소하고 담백해요 보리된장국수는 짭짤하면서도 깔끔해서 고기랑 같이 먹으면 너무 맛있어요,59,58,1,9
금금,gmldms6772,25,2026.02.21,1번째 방문,영수증,감자전 추천 메뉴들이 다 너무 자극적이지 않고 맛있었어요 주말 점심이었는데 대기 거의 없이 입장했습니다,59,57,0,8
금금,가굼히,121,2026.02.12,1번째 방문,영수증,깔끔하고 맛도 삼삼하니 좋아요 특별한 닐 오기도 좋고 점심식사로도 좋아여 인기많이사 웨이팅 해야하지만,59,56,0,8
금금,영아유나59,26,2026.03.06,1번째 방문,영수증,들기름국수 면 쫀득해요 음식이 다 맛있고 직원이 친절해요 외국인 방문객이 많아서 외국여행 온 기분이 들어요,59,59,1,9
금금,Adastra7,11,2026.02.24,1번째 방문,영수증,감자전 미쳤습니다 감자전 레시피 궁금해요 문어비빔밥도 밋이 좋습니다 근데 감자전 완성도가 미쳤습니다,59,55,0,8
금금,hy0****,56,2026.03.01,1번째 방문,영수증,웨이팅없이 바로 먹을 수 있었습니다 감자전이 너무 기대되어서 조금 비싼 금액이였지만 맛있게 먹었습니다,59,56,0,8
금금,448866oo,16,2026.02.01,1번째 방문,영수증,가격도 괜찮고 무엇보다 다 너무 맛있습니다 웨이팅 30분 좀 넘게 했는데 기다림이 아쉽지않은 맛입니다,59,56,0,8
금금,KSH95,26,2026.01.09,1번째 방문,영수증,건강한 한식맛이에요 간이 세지않아서 부담스럽지않게 잘먹었습니다 가게도 깨끗하고 따땃해요,59,48,0,8
금금,dbr****,53,2026.02.20,1번째 방문,영수증,건강한 음식 좋아하는데 건강한 느낌이라 좋아요  그리고 맛도 맛있네요  기다린 보람이 있습니당,59,52,0,8
금금,지하철7호선83,14,2026.02.24,1번째 방문,예약,세명이 와서 여러가지 메뉴를 주문했는데 전부 너무 맛있었어요 특히 명란치즈감자전 정말 맛있었어요,60,53,0,8
금금,u9426lripaa,26,2026.02.12,1번째 방문,영수증,넘 맛있게 잘 먹었습니다 반찬으로 나온 장아찌가 진짜 맛있었어요  다음에 또 방문하고 싶어요,60,51,0,8
금금,린린린16,369,2026.01.23,2번째 방문,영수증,작년에 갔다가 너무 반해서 올해도 방문했어요 너무너무 맛있고 좋습니다특히 된장라면은 제 스타일 번창하세요,60,58,1,10
금금,Blue2182,27,2026.01.24,1번째 방문,영수증,친절하고 작지만 분위기 좋고 친절한 맛집입니다 음식이 너무 맛있어요 다음에는 다른 음식 먹으러 방문 예정,60,58,0,8
금금,soo****,13,2026.05.02,1번째 방문,영수증,음식이 너무 맛있고 직원분들도 너무 친절하셔요 매장 또한 너무 깔끔해서 쾌적한 환경에서 맛있게 먹었습니다,61,58,0,8
금금,쵸코비쨩,15,2026.04.05,1번째 방문,영수증,진짜 맛있어용 데이트 장소로 좋은 거 같아요 직원들도 친절하시고 음식이 새롭고 맛있습니다 추천해용,61,54,0,8
금금,swa****,297,2026.02.02,1번째 방문,영수증,너무 맛있어요 메뉴가 새롭고 양도 많고 또 방문 할 거 같아요 성수 올 일 있으면 여기 한번 방문해보세요,61,58,1,9
금금,야구소년65,6,2026.03.08,1번째 방문,영수증,국수 하나 밥 하나 시켜서 먹었어요 맛있었습니다 전 와사비 덜어서 한 숟갈먹을 때 덜어먹었는데 좋았습니다,61,58,0,8
금금,YOON DESIGN,48,2026.03.14,1번째 방문,영수증,너무 맛있어요 즉흥으로 서울왔는데 맛있는 맛집 찾은 것 같아서 좋네용 가격도 합리적입니다,61,49,0,8
금금,별님17,45,2026.04.15,1번째 방문,영수증,옆에 성수다락 가려다가 웨이팅 이슈로 왔는데 음식이 다 너무 정갈해서 오길 잘한거같아요 진짜 맛있어요,61,56,0,8
금금,성산이,154,2026.01.17,1번째 방문,영수증,차분한 매장분위기 마음에들어요 특히 감자전 바삭한 식감이 너무 좋았습니당 꼭 드셔보세요,61,48,0,8
금금,Re1ndeer,29,2026.01.16,1번째 방문,영수증,맛있다는 이야기 듣고 방문했는데 맛이 특색있고 좋아요 다른 친구들과 방문해서 여러 메뉴 먹어보고 싶은 집이에요,61,61,0,8
금금,dae****,43,2026.02.14,1번째 방문,영수증,여자친구랑 먹으러 왔는데 너무 맛있어요 가게도 깔끔하고 직원분들도 너무 친절하고 좋아요 다음에 또 올 것 같아요,62,62,0,8
금금,풀꽃49,716,2026.01.30,1번째 방문,영수증,시그니처메뉴 너무 맛있고 추운 날 국물있는 국수 드셔서 부모님도 너무 좋아하셨어요 또 오고싶습니다,62,54,0,8
금금,나5517,11,2026.03.03,1번째 방문,영수증,진짜 너무너무너무 맛있어요 소갈비덮밥 불향 나서 너무 맛있어요 친구가 추천해줘서 왔는데 다음에 또 올 것 같아요,62,62,0,8
금금,김서윤74,63,2026.03.09,1번째 방문,영수증,데이트 장소로도 너무 좋고 분위기도 아늑해용 된장국수 처음엔 좀 무서웠는데 개맛도리임 너무 마싯어옹,62,55,0,8
금금,수진24042,10,2026.02.14,1번째 방문,영수증,일본인 친구 데려와서 먹었는데 너무 맛있대요 다음에 또 성수 놀러오면 먹을 것 같아요 명란 새우 감자전 추천,62,60,1,9
금금,궈능,5,2026.04.07,1번째 방문,영수증,11시오픈이라 후다닥오픈런 해서 예약없이 바로 앉을 수 있었어요 반찬도 정갈하고 음식도 이쁘게 나오고 맛잇아요,62,61,0,7
금금,쿠우3363,24,2026.03.22,1번째 방문,예약,내부 분위기도 좋고 깔끔하게 관리 잘 되었습니다 제가 먹은 음식은 보리된장국수인데 음식도 짜지않고 맛있어요,63,59,0,8
금금,246tommy,46,2026.03.28,1번째 방문,영수증,저번에 오려고 계획 했는데 못 와서 오늘 왔어요  너무 맛있게 먹었고 다음에는 다른 메뉴 먹으러 또 올게요,63,59,0,8
금금,jmd****,59,2026.03.01,1번째 방문,영수증,들기름국수랑 된장국수 먹었어요 그릇도 정갈하게 나오고 이 나간 그릇 주시긴 했지만 맛나게 먹었습니다,63,55,0,8
금금,rkd****,89,2026.02.03,1번째 방문,예약,예전부터 와보고 싶었는데 예약하고 드디어 왔어용  된장국수랑 문어비빔밥이 짱 맛있었어요 데이트장소로 추천해요,63,60,0,8
금금,펭귄마님95,58,2026.04.15,1번째 방문,영수증,2차로 왔는데 감자채전과 문어국수가 너무 맛있어요 배부른데도 자꾸 들어가네요 호랑이 막걸리도 맛나요 강추,64,58,0,8
금금,violet4558,39,2026.05.07,1번째 방문,영수증,첫 한입먹고 너무 맛있어서 놀랐어요 된장 비빔국수도 맛있고 문어비빔밥도 맛있어요 묵은지참치말이는 평범한거같아요,64,61,1,9
금금,갓균,37,2026.04.20,1번째 방문,영수증,안내도 빠르게해주시고 음식도 생각이상으로 빠르게 나옵니다 한국식마제소바도 신기하고 쌈밥도 정망 맛있어요,64,57,0,8
금금,Iillill,352,2026.02.25,3번째 방문,영수증,신메뉴 미나리 갈비국밥 먹었습니다 상큼 깔끔한 맛이 좋았습니다 갈비뼈 발라주셔서 고기만 있어서 먹기 좋았습니다,64,61,1,10
금금,위르13,10,2026.04.10,1번째 방문,영수증,색다른 메뉴에 익숙한 메뉴라도 아는 맛을 뛰어넘는 맛입니다 넘 맛있습니다 보리된장국수는 계속 생각날 것 같아요,64,61,0,8
금금,Hakmyung,1012,2026.03.01,1번째 방문,영수증,전체적으로 맛이 나쁘지 않고 메뉴 네 가지 시켰는데 전체적인 조화가 좋았어요 웨이팅이 길어서 미리 예약해야 돼요,64,62,0,8
금금,asutiy,19,2026.03.03,1번째 방문,영수증,인기 많은 곳이라 해서 방문했는데 음식 맛이 미쳤어요 너무 맛있고 분위기도 좋고 재방문 의사 100입니다,64,58,0,8
금금,kjh****,36,2026.02.15,1번째 방문,영수증,수원살때 스타필드에서 맛있게 먹어서 성수점도 왔는데 역시나 엄청 맛있네용  한식을 퓨전으로 재해석한 맛집입니다,64,61,0,8
금금,gre****,67,2026.04.27,1번째 방문,영수증,익숙한 듯 익숙하지 않은 맛 감칠맛이 좋고 두부와 수육 등 토핑도 매우 훌륭하다 정말 맛있는 비빔국수 추천한다,65,61,0,8
금금,p00****,28,2026.02.18,1번째 방문,영수증,내부 깔끔하고 쾌적해서 앉아있기 편했어요 서비스도 빠른 편이었어요 음식도 맛있어서 부담 없이 식사하기 좋았습니다,65,62,0,8
금금,kdw****,26,2026.01.18,1번째 방문,영수증,소갈비덮밥 쌈밥 먹고 슈육까지 정말 맛있게먹었습니다 집만 가까웠으면 정말 자주왔을거깉아요  다음에 또 올게요,65,60,1,9
금금,서준규26,2,2026.02.13,1번째 방문,영수증,성수에 2년 넘게 있었는데 많은 곳을 다닌건 아닌데 여기가 제일 맛있었어요 다음달에 또 가서 다른 메뉴 먹으려고요,65,63,0,7
금금,자바칩St,261,2026.02.15,1번째 방문,영수증,근처에 볼일이 있어서 우연히 발견한 곳 분위기도 좋고 맛도 좋았어요 들기름 통밀국수 꼬소하고 강추 또 올게요,66,60,0,8
금금,장진혁68,21,2026.03.24,1번째 방문,영수증,생각없이 들어왔다가 맛집을 찾아버렸어요 웨이팅 없이 들어와서 먹고 간다는 게 행운이였어요 맛있게 잘 먹었습니다,67,61,0,8
금금,121301,22,2026.04.02,1번째 방문,영수증,시킨 음식들이 전부 맛있고 무엇보다 메뉴가 다양하고 특색있어서 좋았어요 부모님 모시고 갔는데 어른들도 좋아하셨습니다,67,64,0,8
금금,3105179,27,2026.02.20,1번째 방문,영수증,들기름통밀국수는 고소한 들기름 향이 진하게 올라오는데 담백해서 계속 들어가는 맛 성수에서 깔끔하게 먹고 싶을 때 추천,67,65,0,8
금금,cobato,38,2026.02.20,2번째 방문,영수증,자주 오는 맛집입니다 문어 비빔밥이 제 최애고요 여자친구는 보리된장국수를 좋아해요 성수에서 기다려서 먹기 제일 좋은 곳,67,66,0,9
금금,얀얀43,57,2026.04.07,1번째 방문,영수증,한국식 마제소바가 궁금해서 왔는데 만족스럽습니다 된장 베이스가 자극적이지 않고 위에 올라가는 수육도 부드럽고 맛있네요,68,65,0,8
금금,왐감자,180,2026.03.05,1번째 방문,영수증,성수 금금 왔어요 평일 점심 기준 웨이팅이 있긴 했지만 빨리 들어갔어요 특별한 메뉴가 있어서 친구들이랑 오기 좋아요,68,64,0,8
금금,천재16,34,2026.02.02,1번째 방문,영수증,여자친구랑 데이트로 밥먹기에 딱이고 웨이팅 없이 먹어서 좋았어요 가격도 다른곳에 비해 합리적이라 다음에 또 방문할거같습니다,68,68,0,8
금금,슬741,26,2026.02.09,1번째 방문,영수증,음식이 다 맛있어요 4명이라 예약하고갔는데 자리가 넓어서 좋았어요 메뉴가 다 중복되는 맛이아니라 여러개를즐길수있어좋네요,68,66,0,8
금금,개미는 뚠뚠36,30,2026.01.29,1번째 방문,영수증,메뉴 하나하나 다 너무 맛있고 반찬도 정갈해요 식당도 너무 깔끔하고 분위기도 좋아요 친구들이랑 오기 너무 좋아요,68,62,0,8
금금,goffkk,47,2026.01.16,1번째 방문,영수증,된장국수도 너무맛있고 소갈비국수도 너무너무맛있어요 묵은지참치말이도 넘 맛있어서 담에 또 방문할거에요추천,68,57,1,9
금금,St75,19,2026.02.14,1번째 방문,영수증,분위기도 너무 좋고 매장 내부가 무엇보다 너무 깔끔해요 그리고 메뉴들이 가성비도 좋은데 맛까지 있어서 최고입니다,68,62,0,8
금금,suyen10,40,2026.05.05,1번째 방문,영수증,넘 마시써요 들기름 막국수 너무 맛있고 보리된장도 친구가 엄청 잘먹었습니다 둘다 입이 짧은데 너무 잘 먹어어오,69,61,0,8
금금,ben****,21,2026.03.15,1번째 방문,영수증,맛있어요 한국식 마제소바 밥이랑 먹어도 맛있을것같아요 잘 먹었습니다 묵은지참치말이는 참치가 너무 적어요 맨밥먹는 맛,69,64,1,9
금금,홍태식이,32,2026.04.12,1번째 방문,영수증,보리된장고기국수랑 들기름통밀국수 묵은지참치말이 먹었습니다 음식 너무 맛있게 잘먹었습니다 다음번에 또 방문하겠습니다,69,63,1,9
금금,윤서6535,30,2026.04.10,1번째 방문,영수증,고기도 많이 들어있고 맛있어용 버섯 싫어해서 하나는 빼달라고 미리 말씀드렸더니 빼고 해주셨습니당 가게도 깔끔하고 좋았어유,69,67,1,9
금금,2j****,26,2026.03.01,1번째 방문,영수증,보리 된장국수 진짜 맛있어요 묵은지 참치말이도 히또다 히또 들기름 통밀국수도 맛있어요 고기가 들어있어서 너무 맛있었습니다,69,67,1,9
금금,다구미2,27,2026.02.27,1번째 방문,영수증,어플로 미리 웨이팅 걸어놔서 오래 대기하지 않고 금방 들어왔어요 요즘 한식집이 많이 없다보니 간만에 맛있게 잘 먹었습니다,69,67,0,8
금금,묘모미,18,2026.02.09,1번째 방문,영수증,너무너무 맛있어요 가격도 그렇게 비싸지 않구 소갈비 덮밥 진짜 꼭 드세용 직원분도 친절하시구 내부는 좁지만 분위기는 좋아용,69,68,0,8
금금,김김05,10,2026.04.11,1번째 방문,영수증,성수에서 분위기 좋고 맛있는 곳 찾는다면 추천합니다 메뉴 다 맛있었고 특히 기억에 남는 맛이에요 다음에 또 방문하고 싶어요,69,68,1,9
금금,코코4397,32,2026.05.04,1번째 방문,영수증,들기름 통밀국수에 검은깨가 들어가서 더 고소하고 맜있어요 특이하고 추천메뉴입니다 소갈비덮밥은 고급소불고기 덮밥 맛 이에여,70,67,1,9
금금,bli****,35,2026.04.22,1번째 방문,영수증,평일 저녁에 대기 없이 입장했어요 맛있는 한식 메뉴가 많고 다이어트 중에도 부담없이 먹을 수 있는 정도라 좋아요,70,62,0,8
금금,선밈21,32,2026.02.28,1번째 방문,영수증,너무 맛있어요 모든 음식이 깔끔하고 맛있어용 다음에 또 오고 싶어서 지도에 저장했어요 가격도 적당해서 마니 시켰어용,70,64,0,8
금금,한비49,31,2026.02.12,1번째 방문,영수증,다른 지점에서 먹어보고 넘 맛있어서 또 먹으로 왔어요  묵참말 정말 마딨어요  보리된장국수는 처음 시켜봤는데 얘도 맛있네요,70,68,0,8
금금,혁s맘1,13,2026.04.17,1번째 방문,영수증,지인추천으로 방문했는데 두 메뉴다 너무 맛있어요 보리된장국수는 처음인데 올려있는 고명하나하나 다 맛있어요 재방문의사 있어요,71,68,0,8
금금,Qqqppp,28,2026.04.01,1번째 방문,영수증,문어비빔밥 향과 간이 너무 적절해서 좋았어요 국수도 맛있었습니다 내부가 넓진 않지만 분위기가 좋아서 종종 올 것 같습니다,71,67,0,8
금금,웅7176,6,2026.04.17,1번째 방문,영수증,10분 이내로 기다린 후 입장했습니다 지인 추천으로 왔는데 매장은 깔끔하도 메뉴도 다 맛있었습니다 다음에 또 올 것 같아요,71,68,0,8
금금,had****,29,2026.04.27,1번째 방문,영수증,보리된장국수 너무 맛있었어요 덮밥과 묵은지말이도 맛있었습니다  다음엔 품절된 메뉴 나머지 다 먹으러 와야겠어요 번창하세요,72,67,1,9
금금,ada****,13,2026.04.19,1번째 방문,영수증,성수동 나들이 왔다가 친구랑 궁금했던 금금에 드디어 다녀왔어요 퓨전 한식이라 기대했는데 비주얼부터 맛까지 완전 취향 저격,72,67,0,8
금금,은율보호자,320,2026.02.07,1번째 방문,영수증,조카가 맛집검색해서 찾아왔어요 비주얼 맛집이네요 음식이 먹음직 스러워서 맛이 더 추가되는것 같아요 맛나게 잘 먹고 갑니다,72,67,0,8
금금,nal****,46,2026.01.18,1번째 방문,영수증,서울여행왔다사 우연히 들렀어요 음식이 특별하고 하나하나 다맛있어요 친절하게 응대해주시고 성수오면 꼭들러보세요 추천합니다,72,66,1,9
금금,zhzhdk257,21,2026.03.08,1번째 방문,영수증,퓨전 한식을 좋아해서 와봤어요 특히 된장국수가 맛있습니당 수육도 짱이에요 밥도 주시고 넘 친절했어요  또 오고 싶었어요,72,66,0,8
금금,승승장구8919,45,2026.02.21,1번째 방문,영수증,문어국수랑 보리된장 국수 먹고 진짜 눈이 커질정도로 맛있었어요 참치말이도 역시나 맛집이에요 깨끗 쾌적하고 맛있게 저녁 먹었어요,72,70,0,8
금금,Happy81,7,2026.02.14,1번째 방문,영수증,급하게 찾았는데 리뷰도 너무 좋고 음식메뉴도 맛있어보여서 왔는데 너무 만족하고 갑니다  잘 먹었습니다 또 올 것 같아요,72,66,0,8
금금,나가14,40,2026.01.10,1번째 방문,영수증,여럿이와서 메뉴 섞어서 시켜봤는데 대만족  소갈비덮밥에 와사비가 있길래 뭔가 했는데 꼭 비벼드세요 비벼먹는게 존맛,72,63,0,8
금금,2so47,32,2026.05.01,1번째 방문,영수증,와 완전 여름에 먹기 너무 좋은 맛집이에요 특히 문어간장비빔밥이랑 들기름 통밀 국수 전부차 방문 하고 시픈 맛입니다,73,64,0,8
금금,cjs****,25,2026.04.10,1번째 방문,예약,양도 많고 사장님께서 센스가 좋으세요  매장도 깨끗하고 예약 서비스 리뷰 이벤트 등도 다양해서 여라가지 먹기 아주 좋습니다,73,68,0,8
금금,Pinocio,9,2026.03.21,1번째 방문,영수증,이제 마제소바구나 라는 것을 느낄수 있는 맛집이에요 그리고 같이 먹은 미나리소갈비국밥은 신메뉴라서 주문했는데 진짜 강추입니다,73,69,0,8
금금,rtq****,3,2026.02.19,1번째 방문,영수증,보리된장국수는 마제소바랑 비슷한듯 다르게 맛있고 소갈비덮밥도 고기가 많고 맛있어요 밑반찬도 중간에 먹으면 입이 개운해져서 좋아요,73,71,1,8
금금,Yyyyyy1111,60,2026.02.13,1번째 방문,영수증,진짜 맛있어요 2026년 서울 성수 맛집 1등인 것 같아요 음식도 양도 많고 맛보기 수육도 부드럽고 맛있어요 왕추천합니다,73,67,0,8
금금,전예림1,29,2026.05.07,1번째 방문,영수증,물부터 보리차인게 개맛집이죠 곁들임 깔끔한게 개맛집이죠 매장 깔끔하고 쾌적한 게 개맛집이죠 메뉴부터 개맛있어보이는게 개맛집이죠,74,70,0,8
금금,윤3513,370,2026.03.01,1번째 방문,영수증,초등 아이 둘이랑 나들이 왔어요 메뉴도 색다르고 단짠단짠 적당해서 완전 싹싹 비웠어요 다음에 또 같이 오자고 했습니다 강추에요,74,70,0,8
금금,기방이,94,2026.01.13,1번째 방문,영수증,저번에 왔는데 분위기 좋고 맛잇어서 또 방문햇어요 있는 거 같아요 가게 분위기도 좋아요 보리된장국수가 제 스타일이엇어요,74,66,0,8
금금,최효경12,30,2026.02.24,1번째 방문,영수증,맛잇게 먹다가 사진을 급하게 찍어버렷어용 진짜 너무 맛잇어요 검색해서 찻아오길 너무 잘햇네용  담번에도 방문하겟습니당,74,65,0,8
금금,흐꾸꾸,20,2026.05.05,1번째 방문,영수증,기대했던 대로 엄청 맛있어요 웨이팅도 그렇게 길지 않았고 대기공간도 있었어요 직원분도 친절하셨고 재방문의사 있습니다,75,64,0,8
금금,다람쥐81,21,2026.03.14,1번째 방문,영수증,오래 기다렸지만 그 만큼 보람있는 맛 인정합니다 평범한 한식은 그만 먹고 싶어서 왔는데 맛이 다체롭고 너무 맛있어요 추천합니다,75,70,0,8
금금,jjj****,27,2026.03.22,1번째 방문,영수증,오픈 시간에 맞춰와서 바로 입장 했구요음식이 정말 맛있어요 메뉴가 퓨전식으로 다양해서 한식같지않은 한식이예요맛있게 잘 먹고 갑니다,75,72,0,8
금금,바쁜미식가,301,2026.04.12,1번째 방문,영수증,보리 된장 국수 강추 너무 맛있어요 양배추 쌈밥이 상대적으루 심심하네요 보리 된장에 밥까지 말아 비벼먹었습니다 또 올께요,76,67,0,8
금금,yoo****,12,2026.05.08,1번째 방문,영수증,너무너무 맛있어요 요즘 스타일 한식이라 누구든 와도 다 입맛에 잘 맛을거 같아요 특히 묵은지 참치 추천 드립니다 또 올거 같아요,76,71,1,9
금금,salondebling,56,2026.02.27,1번째 방문,영수증,분위기 깔끔하고 차분하고 좋고 음식은 약간 퓨전한식풍이네요호불호 갈릴 수도 있을듯하고 밥을 쪼끔주길레 이상했는데 무한리필이더라구요 굿,76,74,0,8
금금,Cindy94,8,2026.04.24,3번째 방문,영수증,집이 근처인데 성수에 맛집이 많지만 금금만큼 많이 온곳에 없습니다 신선하고 너무 맛있어요 계절마다 메뉴도 조금씩 달라지구요 최고,76,71,0,9
금금,xx유니xx,26,2026.02.13,1번째 방문,영수증,다 맛있어보여서 메뉴 고르기 힘들었어요 오늘 너무 맛있게 먹어서 다시 방문해서 다른메뉴 먹어보고싶어요 묵은지문어국수 새콤하고 맛있어요,76,74,1,9
금금,goe****,7,2026.04.10,1번째 방문,영수증,음식도 다 맛있고 가게도 깨끗하고 좋았어요 특히 들기름 통밀 국수 추천합니다  오픈시간쯤에 도착하니까 대기 없이 바로 들어갔습니다,76,72,0,8
